,0
146,0.9962272038927912
147,0.8444023644705183
148,0.5807949336866938
149,0.9102275202798417
150,0.3925831081788038
151,0.2783673431110387
152,0.9832546480203809
153,0.34001141300862525
154,0.7140693534984354
155,0.18390798657242347
156,0.11632059974318298
157,0.4711352303265036
158,0.2773701877818553
159,0.5692295828605799
160,0.6721784157253501
161,0.21481352314457292
162,0.3164463824140423
163,0.8639161598533385
164,0.05743931642542699
165,0.29381987110347463
166,0.416038770561011
167,0.23543830927138998
168,0.49372032751545825
169,0.18480493303216428
170,0.10174687962500717
171,0.8778691813585375
172,0.3854232315651165
173,0.040072212643750715
174,0.754438649271174
175,0.07908911719304501
176,0.8086488084386411
177,0.2727412110984814
178,0.5774636198467236
179,0.14237745066229335
180,0.10650559109736168
181,0.6709048433550195
182,0.822906874392704
183,0.6330293480826616
184,0.28987482044033086
185,0.8514067197909564
186,0.18687003108296185
187,0.3471081033154241
188,0.5511294229865835
189,0.26009584003423036
190,0.9794740831613465
191,0.8326204474224199
192,0.48061370946105275
193,0.37964377311362074
194,0.5171892904847997
195,0.6502199674579973
196,0.19410720599690956
197,0.7958790072228832
198,0.38550899572180086
199,0.8241653521678748
200,0.31236763268728096
201,0.5972495307711182
202,0.40390140082977954
203,0.5398789313177614
204,0.8486062682048712
205,0.6388516587731413
206,0.5231243945474932
207,0.7764714109196975
208,0.5260006243039762
209,0.172517660476034
210,0.48895162992491314
211,0.3949393913228425
212,0.7457506598187018
213,0.22508004194762143
214,0.48357020492736835
215,0.20917091011956712
216,0.8615488785393498
217,0.5012867997868415
218,0.019491049242278624
219,0.7192214284088742
220,0.6259586346907464
221,0.36786807539135713
222,0.9178102795846874
223,0.46959498396938415
224,0.1856217832106104
225,0.9421780640386459
226,0.8324866843926637
227,0.2867633850734713
228,0.6679067453963633
229,0.6007215817113756
230,0.7094533799165661
231,0.5727476144013135
232,0.4267155680090894
233,0.87819153329276
234,0.05722016600765878
235,0.8309432786283495
236,0.9834042344457858
237,0.7318840492446287
238,0.147706958481722
239,0.35056100857100336
240,0.12041683859617403
241,0.4837999063960564
242,0.6639599100028509
243,0.18037461601686355
244,0.88156324923907
245,0.983006340422386
246,0.34495634324210145
247,0.694996721184569
248,0.14740463734800724
249,0.29001209254017446
250,0.5180025847270214
251,0.7842840716795972
252,0.7264188427392481
253,0.8906804966004538
254,0.6455047040652022
255,0.4013500987063401
256,0.2898457707820452
257,0.5051607856942647
258,0.5557258307017852
259,0.5402814436511438
260,0.4419050392282706
261,0.35778524644148724
262,0.8460032034611739
263,0.7138358305159749
264,0.2226014518684044
265,0.3288788479728125
266,0.9271111470330708
267,0.7718268531655957
268,0.12113925115284296
269,0.507298531456044
270,0.32444299790591324
271,0.16249537377299916
272,0.7369613555532502
273,0.1477091329343203
274,0.6868343347185585
275,0.8833810999202313
276,0.18236846718002797
277,0.5644971196062015
278,0.5418501076837875
279,0.881069988117971
280,0.05565384948747665
281,0.18419560600346097
282,0.7352528512657958
283,0.6297950414750558
284,0.7103470715436284
285,0.8835584649309453
286,0.4859590483557026
287,0.1401549272060686
288,0.14089137280076935
289,0.3174791036801988
290,0.8565317955790682
291,0.5421816219366096
292,0.8272815945848063
293,0.37646772694405706
294,0.9560114457197068
295,0.8612145026131298
296,0.6299047583346582
297,0.4572778928394545
298,0.18868638996909448
299,0.4414326625784939
300,0.19173548636444504
301,0.3911676041347212
302,0.6531597179677838
303,0.9812752621666145
304,0.13679348608396358
305,0.7257516497906179
306,0.9464719713076855
307,0.07969904005081563
308,0.12190704362245108
309,0.33707637111654287
310,0.832418283777773
311,0.32801811153315363
312,0.5890753342784232
313,0.6966839716302794
314,0.6621333128118324
315,0.8037250839236681
316,0.2080080154210333
317,0.2596985602016354
318,0.5739569521255451
319,0.11743483446126357
320,0.6052273494981529
321,0.9886518251123748
322,0.7630960940520134
323,0.3196632838192235
324,0.9089816897538697
325,0.5086452159432191
326,0.3570928222519163
327,0.2803135592028585
328,0.6959777699541458
329,0.38153851764263147
330,0.408993011330147
331,0.0648781376616192
332,0.8153431863958323
333,0.7992763352615193
334,0.4883768230097273
335,0.8604242913895664
336,0.689439457246892
337,0.6139772024234657
338,0.0984181485303689
339,0.793742383294966
340,0.7256727238458467
341,0.04470684643218181
342,0.637953253405981
343,0.8197229541950698
344,0.6049806239529734
345,0.48281102498228423
346,0.1176627871283249
347,0.008941129854108665
348,0.967007232442111
349,0.853687451479183
350,0.8885400969604059
351,0.05080206134974319
352,0.9402194351625905
353,0.32231583665857155
354,0.39996681654621813
355,0.27205452931725405
356,0.2608793908240469
357,0.8569018081283385
358,0.9828306450052431
359,0.5836442813762572
360,0.946309127545342
361,0.9201879903718322
362,0.19125825458895673
363,0.6158714359356561
364,0.19627236344330612
365,0.5402269704093825
366,0.9529239221561071
367,0.49635702829017947
368,0.41203420738270136
369,0.3282619550683873
370,0.26688565432467193
371,0.7256168289832107
372,0.758693183178101
373,0.14510358373785248
374,0.6009484047271355
375,0.5568295266810221
376,0.12727143073666658
377,0.10444695898371203
378,0.8826656539676196
379,0.7307043137289722
380,0.2658114647402653
381,0.049925607164435615
382,0.563329176627924
383,0.6517110700958272
384,0.6925665618904322
385,0.23794679164993793
386,0.44462658172636627
387,0.6389978232148529
388,0.9803160887328166
389,0.8038543824252913
390,0.24142014368845954
391,0.14780425958657506
392,0.49525016467840666
393,0.7007645954831956
394,0.3219508553401922
395,0.0784992324047249
396,0.8652881338027857
397,0.6930099670466001
398,0.37480210629595156
399,0.7590155575277768
400,0.5376798605409562
401,0.8516292202747774
402,0.3187073608434975
403,0.4925476301816353
404,0.8979517072639712
405,0.799775231954927
406,0.25872021121774835
407,0.8504239671180571
408,0.8651933526501705
409,0.5989504993036262
410,0.8689757863404224
411,0.9394733251210636
412,0.3971669800841966
413,0.509274171348508
414,0.552563192940136
415,0.08238659883831034
416,0.6334758825919691
417,0.6444906464862818
418,0.6120581866162536
419,0.6145343764973124
420,0.4520071397829597
421,0.2886745884038411
422,0.4998952197701392
423,0.8889954518388851
424,0.4026861279015167
425,0.6995541708805496
426,0.21858353953134302
427,0.6801125199783646
428,0.7407827126808375
429,0.8398560189076499
430,0.9306982848315377
431,0.8669838552976435
432,0.41596339577428587
433,0.7147988616743112
434,0.9807545503542895
435,0.9825945721237104
436,0.003694532651791649
437,0.545892196977477
438,0.59422676389655
439,0.9222221589656256
440,0.8152710894557922
441,0.022446602242202074
442,0.4438832312336679
443,0.507764750091087
444,0.06785864104435846
445,0.19048987998986622
446,0.35170270093262945
447,0.18322315682094947
448,0.6375887942926042
449,0.33345482344321686
450,0.24993565457884614
451,0.26709572604142484
452,0.5892460739688308
453,0.5295498913029922
454,0.007431101034903742
455,0.403262704544077
456,0.02092698617851496
457,0.5422551670432141
458,0.5808042523738164
459,0.684805224538283
460,0.9274975624219626
461,0.0015045068403284345
462,0.6220108864026761
463,0.4817687681968811
464,0.7703911073088252
465,0.984714889536092
466,0.049760043724144554
467,0.4177693081331163
468,0.6366243259045792
469,0.9297862938317625
470,0.3825687290645655
471,0.8868668538561436
472,0.8507719726642118
473,0.7197208141266663
474,0.6240797910868168
475,0.9928150078541608
476,0.4422795727269514
477,0.24090778562592163
478,0.03272661026352652
479,0.33870009058088024
480,0.21523878593298118
481,0.2530283733752534
482,0.5134317052215743
483,0.5456209780029327
484,0.858425907333646
485,0.8690937365782762
486,0.42718761890502266
487,0.018078288250172436
488,0.9433620740521889
489,0.6378733429608885
490,0.45375941294829036
491,0.5513997437031948
492,0.1032777178334936
493,0.9755543024284439
494,0.6830757653947134
495,0.606836170920794
496,0.7784932256061403
497,0.699250741833571
498,0.19405258795284364
499,0.6761111034690436
500,0.7517911540225559
501,0.0010348334007257431
502,0.09921372760831904
503,0.1608511031980021
504,0.9557537884083804
505,0.9910238846657059
506,0.07868044246921568
507,0.6195206654454121
508,0.18275305689519905
509,0.4580852145267449
510,0.26353749685339445
511,0.8352535676354537
512,0.7389887444558506
513,0.21350991016363718
514,0.20040078953295426
515,0.5506650434821309
516,0.5740431371677144
517,0.20020540115910712
518,0.7143701185178966
519,0.9514014504502624
520,0.7655253676897233
521,0.8285560928514389
522,0.9962630895240984
523,0.8372311783946205
524,0.7744506616866006
525,0.7923521510636358
526,0.4033380053067722
527,0.8507996341435214
528,0.7258445695429496
529,0.8088815860518087
530,0.08604739984926857
531,0.2979603841037234
532,0.8376252931004879
533,0.34993897107246486
534,0.046348911752623456
535,0.03766246648704874
536,0.5053830164052374
537,0.5181541154620383
538,0.06415468788100698
539,0.9605880286233358
540,0.05896197530000291
541,0.0955045586053852
542,0.7552929114539308
543,0.6302141186933377
544,0.8508368813935984
545,0.9180219497629569
546,0.43650688718981634
547,0.7335268858381668
548,0.5952039385402913
549,0.2845884848254764
550,0.5380736886083033
551,0.10529151986472973
552,0.7855614722353005
553,0.9386615127207522
554,0.646861030763431
555,0.5216613250720427
556,0.8888078216173743
557,0.43844333074050934
558,0.18114219367252782
559,0.6705073517671383
560,0.7392036906799082
561,0.256651485012386
562,0.7983659983752596
563,0.0403455139313772
564,0.3311157446186884
565,0.6199751034685291
566,0.21335053039466767
567,0.22388896731158237
568,0.5530313567628167
569,0.7078933969127269
570,0.9674728694359569
571,0.9541346553311231
572,0.6117723585076225
573,0.31935113077773614
574,0.6151313464685699
575,0.2929887220433388
576,0.4191111457790545
577,0.6413452677722679
578,0.028493772148667218
579,0.49627434623081723
580,0.554560335036319
581,0.7353363750357383
582,0.9325998600320088
583,0.6833223200840488
584,0.6529554456207193
585,0.0029236189118309053
586,0.667172932594369
587,0.13929796162263208
588,0.6531861453146731
589,0.33431527881867673
590,0.7884854196150131
591,0.5585895403609251
592,0.29443938886944665
593,0.6618820504979738
594,0.2997486438132587
595,0.8299566187152524
596,0.3850052032348875
597,0.089733081025407
598,0.43751327962455455
599,0.20648403002827564
600,0.5676197805329033
601,0.34568097475196435
602,0.40634834359295047
603,0.6846143354273455
604,0.6037372562455436
605,0.8821017860112247
606,0.77825351514953
607,0.40535261894300134
608,0.7757402079502796
609,0.7281830633327818
610,0.3838245024643998
611,0.8175998474465705
612,0.2097761022351211
613,0.6620322686635722
614,0.5034643475883933
615,0.31032733204644025
616,0.09399863373019135
617,0.3826087101603568
618,0.08473298665974371
619,0.7196157177014052
620,0.6787469404850677
621,0.9570095415986561
622,0.15157368862928788
623,0.7112225858299266
624,0.5675464528809168
625,0.5180380463640339
626,0.6550551119579275
627,0.6319910658316197
628,0.6962091659123112
629,0.16655430376458025
630,0.4729735977103451
631,0.5296661331987322
632,0.03837445652823279
633,0.9127404730188856
634,0.1819897947083946
635,0.028958979798001994
636,0.14742224017895011
637,0.9388853279020881
638,0.5349025899014546
639,0.31918941469049344
640,0.3692732237011218
641,0.7513682106334835
642,0.9938331863250188
643,0.9119626582662403
644,0.8482789613535258
645,0.10718715943680235
646,0.4672125495003846
647,0.5461803984313506
648,0.8779460478257731
649,0.9364169151510974
650,0.218745565652245
651,0.5298496546066158
652,0.24311473538725525
653,0.003933607114259163
654,0.7635397439971484
655,0.2046340697265968
656,0.6899184444885686
657,0.9072710113350667
658,0.6971719200560305
659,0.04745544442810501
660,0.9408314188948494
661,0.8843473580134695
662,0.07328636804919575
663,0.6501798675095415
664,0.6012422332375043
665,0.5355668317850357
666,0.10168354694080717
667,0.1167783334386111
668,0.3910639948261936
669,0.7227916241632304
670,0.2428070547247807
671,0.47183769497895034
672,0.9749651516083025
673,0.8732906336664209
674,0.5529128422597622
675,0.9205318436827752
676,0.46297258315348166
677,0.41482513373595764
678,0.5961476186439785
679,0.8501386513963437
680,0.2955450072146776
681,0.5265751542265732
682,0.49736603490233877
683,0.28297022794721705
684,0.4228600092224555
685,0.591134354176406
686,0.20323570883781406
687,0.5365435244246277
688,0.7161449962263039
689,0.7336083270976315
690,0.35608911559534806
691,0.18551478516212005
692,0.2643798179765994
693,0.4174695496391211
694,0.07509917641466002
695,0.04616413810231201
696,0.6142777348280338
697,0.9774958546507094
698,0.9311476928537594
699,0.6410286307318278
700,0.9119589328950221
701,0.85023602429588
702,0.4121857315576901
703,0.844219911642422
704,0.43007443015208136
705,0.5555201855942649
706,0.37026432286788735
707,0.8101579768974303
708,0.39704691337000175
709,0.05145507016676776
710,0.8012012461460353
711,0.1698174255591528
712,0.82618876732038
713,0.7251241795656567
714,0.9157075168800881
715,0.8829521731390071
716,0.19225376180767828
717,0.31422511927291485
718,0.025723492885258326
719,0.4582984798966244
720,0.07791568953496775
721,0.8843609338688564
722,0.2230428213601111
723,0.271855520476911
724,0.8012386155860192
725,0.7725118032321682
726,0.8450746751949951
727,0.23454384992224842
728,0.8144266450387161
729,0.03227585850730452
730,0.19825845318662694
731,0.08667258242054521
732,0.8513122906465096
733,0.05149709459047458
734,0.3241033904756443
735,0.04611978635989045
736,0.2733802853849837
737,0.16743710591502103
738,0.20626070860266765
739,0.6927718971126742
740,0.115459786230375
741,0.4500657459257428
742,0.41467135465554394
743,0.599000062684553
744,0.36210155626019624
745,0.8303339385806285
746,0.8076016063791494
747,0.8083156681540629
748,0.6233462447765288
749,0.7230626899110881
750,0.7723988327402245
751,0.886292597622146
752,0.3622498964173043
753,0.35525693649076473
754,0.008453755428129539
755,0.41480950250228465
756,0.28212549187558755
757,0.9631574074456201
758,0.3135612471246638
759,0.4932430690341123
760,0.138695726186146
761,0.6862901817220735
762,0.2710146713616779
763,0.8106589907107982
764,0.04531861336816878
765,0.8119948805349656
766,0.9597248987991848
767,0.05211429072069629
768,0.050657725221261996
769,0.7440661687835488
770,0.6840983434548725
771,0.5517240888700135
772,0.6354883895096298
773,0.8183113201405267
774,0.1921481381796214
775,0.6826665120272954
776,0.3630441432894347
777,0.6159544503965897
778,0.02325898502172541
779,0.5230880497798241
780,0.10270141158595147
781,0.9996378604966104
782,0.05792101687200113
783,0.19315532272096314
784,0.07093117483943234
785,0.12399623197112941
786,0.7223120042783335
787,0.702231590096563
788,0.013938915473334479
789,0.12144848228721339
790,0.611978289742769
791,0.9519912166274761
792,0.77334578331454
793,0.17681849407664485
794,0.3973202696740952
795,0.8964837480313833
796,0.4245517161209694
797,0.5922985277393075
798,0.17848603082369752
799,0.9770005507019743
800,0.8185593749234453
801,0.9891902700499771
802,0.11606528565664676
803,0.04693565257927268
804,0.04297765439278922
805,0.8050075877357209
806,0.8965015789454871
807,0.18207733072587318
808,0.14410931110131386
809,0.25171374784427614
810,0.5204188186063977
811,0.929671281097739
812,0.8520928372231595
813,0.4975212513037478
814,0.7578857786630065
815,0.14077671746643938
816,0.2169226143163513
817,0.6446346436713623
818,0.9646620497440407
819,0.7357447518838869
820,0.7947108753049158
821,0.23443090764486663
822,0.6526333999757629
823,0.7755933617952143
824,0.5877889228233452
825,0.07307117953644127
826,0.8457480600805838
827,0.17958720413420448
828,0.9031875667418303
829,0.8407762468772408
830,0.3889681607027916
831,0.4757922239328506
832,0.601939158831389
833,0.21551232416380894
834,0.7175542378926981
835,0.8714494786508881
836,0.5535050857414447
837,0.6943237615887513
838,0.39586656616268456
839,0.9942703345457443
840,0.4575469633273809
841,0.28789490558108544
842,0.028804558252820023
843,0.5528544411857744
844,0.8741709606301123
845,0.25882183484613985
846,0.0003174515712435211
847,0.5340977317098354
848,0.6771946615850399
849,0.22584845018773037
850,0.27760056392774957
851,0.7503513414199674
852,0.1986117817642532
853,0.5448461323325895
854,0.9163908843468397
855,0.16890264265534094
856,0.7396993082223092
857,0.17564266741745027
858,0.21802381197227316
859,0.03671186664096826
860,0.7191414955954805
861,0.7925763717803385
862,0.49848264814244625
863,0.7565978732357508
864,0.10833984349174763
865,0.43159626217163216
866,0.8981822426396328
867,0.26041269562455294
868,0.9793530389220009
869,0.3048361401387386
870,0.6384313698467072
871,0.7794243379241461
872,0.14746187552948153
873,0.3116622896609679
874,0.27002958038597835
875,0.26061401830074227
876,0.028772078057655026
877,0.5059644349605514
878,0.8343097945539959
879,0.658075653766479
880,0.6722361966091457
881,0.16505360396990676
882,0.8864704152673625
883,0.8460016183087741
884,0.585316017387916
885,0.8507600256732367
886,0.8489535349177596
887,0.9286469825993654
888,0.04331423070836238
889,0.6812905136445483
890,0.07549053586419885
891,0.8614788179336275
892,0.7401001813460327
893,0.9268368401837893
894,0.278510861540917
895,0.7135924958163663
896,0.9978870243601593
897,0.561389143877895
898,0.8311375440602059
899,0.8769105223343383
900,0.6415406312111687
901,0.5077412518429085
902,0.8316653116976099
903,0.6145651634930352
904,0.07369113672997074
905,0.30291986022654527
906,0.7590284286332067
907,0.9134962567447396
908,0.6680385477320067
909,0.04306076758688382
910,0.9947101329972637
911,0.10428367179804832
912,0.0008612849053418747
913,0.5220811533489054
914,0.27122681214444444
915,0.7412478850812055
916,0.43898720888383347
917,0.07626966902208587
918,0.18149634025973516
919,0.7596479600544287
920,0.7600666032713328
921,0.47309963727748294
922,0.1728877300439613
923,0.12563759604082692
924,0.6985873989171586
925,0.9834697914805755
926,0.5398609835690587
927,0.7698224413762017
928,0.8824414229599618
929,0.6755792747986145
930,0.23040334368094073
931,0.64161185197286
932,0.5679577049718978
933,0.5712143692630277
934,0.9388154170204276
935,0.08270229689085484
936,0.11711573127989205
937,0.5213689161602616
938,0.3109377823247069
939,0.4269962312522634
940,0.92787350492953
941,0.7848843840926303
942,0.23478001768263757
943,0.9036513061706833
944,0.3249134842417247
945,0.21757265625902622
946,0.8847190537797781
947,0.02055062767027238
948,0.8293001459457562
949,0.37953237055669675
950,0.7102255898387984
951,0.2989191050655243
952,0.737544432970867
953,0.022713873857649447
954,0.46715489684611533
955,0.01931203018882177
956,0.9775626011102905
957,0.6724583333853126
958,0.03683175735116018
959,0.29763390961224245
960,0.929693582124557
961,0.9180016435572557
962,0.5483526252204037
963,0.23531620058271374
964,0.3814673070038376
965,0.15739018381325176
966,0.7084718420841838
967,0.025689184640515172
968,0.9207803985732211
969,0.46027743050291714
970,0.5143799598513019
971,0.40639280693893043
972,0.21274564496699766
973,0.22867694264940497
974,0.3381977938906745
975,0.1557576656659726
976,0.33559177196206047
977,0.08219205194689072
978,0.5673990899750531
979,0.5820499768312681
980,0.031534775520343006
981,0.15734319283035147
982,0.6358294808313014
983,0.26256889235429426
984,0.9769998991078649
985,0.03677781997731311
986,0.5876650828104513
987,0.4074270706870283
988,0.11849270876955187
989,0.018860460189523587
990,0.12499191158065748
991,0.42928790816463014
992,0.2603666924419876
993,0.4171335625956327
994,0.6031943188126705
995,0.03163975174024469
996,0.2112315867271598
997,0.19965453495660568
998,0.03849302805441768
999,0.17878014704996237
